Year;Month;Day;Hour;Minute;Second;Irradiance;ExternalTemperature
2011;9;18;10;0;0;47,9;15,4
2011;9;18;11;0;0;48,7;15,2
2011;9;18;12;0;0;42;14,9
2011;9;18;13;0;0;41,1;14,5
2011;9;18;14;0;0;27,9;14,3
2011;9;18;15;0;0;21,6;14,3
2011;9;18;16;0;0;28,8;14,5
2011;9;18;17;0;0;20,1;14,9
2011;9;18;18;0;0;3,7;14,8
2011;9;18;19;0;0;1,3;15
2011;9;18;20;0;0;1,1;14,2
2011;9;18;21;0;0;1,1;13,7
2011;9;18;22;0;0;1;13,5
2011;9;18;23;0;0;1,1;13
2011;9;19;0;0;0;1,1;12,5
2011;9;19;1;0;0;1,1;12,1
2011;9;19;2;0;0;1,1;11,9
2011;9;19;3;0;0;1,1;10,8
2011;9;19;4;0;0;1,1;9,9
2011;9;19;5;0;0;1,1;9,4
2011;9;19;6;0;0;1,2;9,5
2011;9;19;7;0;0;9,4;10,4
2011;9;19;8;0;0;57;11,3
2011;9;19;9;0;0;329,9;13,1
2011;9;19;10;0;0;604,8;15,5
2011;9;19;11;0;0;682,9;16,9
2011;9;19;12;0;0;908,5;20
2011;9;19;13;0;0;642,8;20,5
2011;9;19;14;0;0;199,1;18,7
2011;9;19;15;0;0;73,7;16,4
2011;9;19;16;0;0;51,3;13,6
2011;9;19;17;0;0;39,7;13,5
2011;9;19;18;0;0;21,3;13,6
2011;9;19;19;0;0;3,6;13,7
2011;9;19;20;0;0;1,1;13,3
2011;9;19;21;0;0;1,1;12,5
2011;9;19;22;0;0;1,1;11,9
2011;9;19;23;0;0;1,1;11,6
2011;9;20;0;0;0;1,1;12,2
2011;9;20;1;0;0;1,1;11,7
2011;9;20;2;0;0;1,1;11,5
2011;9;20;3;0;0;1,1;11,1
2011;9;20;4;0;0;1,1;11,7
2011;9;20;5;0;0;1,1;12,4
2011;9;20;6;0;0;1,2;13,1
2011;9;20;7;0;0;5,8;13,6
2011;9;20;8;0;0;31,9;14,5
2011;9;20;9;0;0;145;16,1
2011;9;20;10;0;0;88,8;16,9
2011;9;20;11;0;0;79,1;16,5
2011;9;20;12;0;0;104,5;17,2
2011;9;20;13;0;0;69,2;17
2011;9;20;14;0;0;132,9;17,5
2011;9;20;15;0;0;97,7;17,2
2011;9;20;16;0;0;127,6;17,5
2011;9;20;17;0;0;67,9;17,3
2011;9;20;18;0;0;48,3;16,6
2011;9;20;19;0;0;3,5;15,7
2011;9;20;20;0;0;1,1;14,5
2011;9;20;21;0;0;1,1;14,2
2011;9;20;22;0;0;1;14,4
2011;9;20;23;0;0;1;13,9
2011;9;21;0;0;0;1,1;13,4
2011;9;21;1;0;0;1,1;13,4
2011;9;21;2;0;0;1,1;13,2
2011;9;21;3;0;0;1,1;14,5
2011;9;21;4;0;0;1,1;15,9
2011;9;21;5;0;0;1,1;15,1
2011;9;21;6;0;0;1,1;14
2011;9;21;7;0;0;4,1;13,1
2011;9;21;8;0;0;21,3;13,2
2011;9;21;9;0;0;35,9;13,5
2011;9;21;10;0;0;68,4;14,3
2011;9;21;11;0;0;173,8;15
2011;9;21;12;0;0;506,6;17,7
2011;9;21;13;0;0;361,8;18,2
2011;9;21;14;0;0;575,4;18,9
2011;9;21;15;0;0;291,8;18,9
2011;9;21;16;0;0;59,2;17,1
2011;9;21;17;0;0;43,3;15,7
2011;9;21;18;0;0;38,7;15,1
2011;9;21;19;0;0;2,5;14,7
2011;9;21;20;0;0;1,1;14,1
2011;9;21;21;0;0;1,1;13,6
2011;9;21;22;0;0;1,1;13,7
2011;9;21;23;0;0;1,1;13,1
2011;9;22;0;0;0;1,1;12,5
2011;9;22;1;0;0;1,1;12
2011;9;22;2;0;0;1,1;12,1
2011;9;22;3;0;0;1,1;12
2011;9;22;4;0;0;1,1;11,1
2011;9;22;5;0;0;1,1;10,4
2011;9;22;6;0;0;1,3;10,3
2011;9;22;7;0;0;29,8;10,3
2011;9;22;8;0;0;182,1;11,8
2011;9;22;9;0;0;421,9;13,6
2011;9;22;10;0;0;603,7;15,8
2011;9;22;11;0;0;525,7;16,5
2011;9;22;12;0;0;564,1;16,3
2011;9;22;13;0;0;724,8;17,2
2011;9;22;14;0;0;556,7;17
2011;9;22;15;0;0;436,8;15,4
2011;9;22;16;0;0;378,9;14
2011;9;22;17;0;0;176,7;13,8
2011;9;22;18;0;0;59,7;13,4
2011;9;22;19;0;0;3,7;12,3
2011;9;22;20;0;0;1,1;11,4
2011;9;22;21;0;0;1,1;11,2
2011;9;22;22;0;0;1,1;10,8
2011;9;22;23;0;0;1,1;10,6
2011;9;23;0;0;0;1,1;10,2
2011;9;23;1;0;0;1,1;10,6
2011;9;23;2;0;0;1,1;10,4
2011;9;23;3;0;0;1,1;10,4
2011;9;23;4;0;0;1,1;10,5
2011;9;23;5;0;0;1,1;10,3
2011;9;23;6;0;0;1,2;10,4
2011;9;23;7;0;0;13,6;10,8
2011;9;23;8;0;0;45;11,6
2011;9;23;9;0;0;95,6;12,8
2011;9;23;10;0;0;182,3;14,1
2011;9;23;11;0;0;362;15,8
2011;9;23;12;0;0;359,3;16,5
2011;9;23;13;0;0;477;15,3
2011;9;23;14;0;0;803,6;17,4
2011;9;23;15;0;0;532,9;17,4
2011;9;23;16;0;0;423,3;16,9
2011;9;23;17;0;0;246,7;15,8
2011;9;23;18;0;0;51,1;14,5
2011;9;23;19;0;0;2;13,3
2011;9;23;20;0;0;1,1;11,9
2011;9;23;21;0;0;1,1;10,7
2011;9;23;22;0;0;1,1;10,7
2011;9;23;23;0;0;1,1;10,6
2011;9;24;0;0;0;1,1;11,1
2011;9;24;1;0;0;1,1;11,6
2011;9;24;2;0;0;1,1;11,9
2011;9;24;3;0;0;1,1;11,6
2011;9;24;4;0;0;1,1;11,7
2011;9;24;5;0;0;1,1;11,5
2011;9;24;6;0;0;1,2;10,8
2011;9;24;7;0;0;17;10,4
2011;9;24;8;0;0;104,9;11,1
2011;9;24;9;0;0;283,1;13,6
2011;9;24;10;0;0;403,9;16,5
2011;9;24;11;0;0;412,4;18,7
2011;9;24;12;0;0;525,7;19,9
2011;9;24;13;0;0;478,9;20,9
2011;9;24;14;0;0;609,1;21,2
2011;9;24;15;0;0;261,3;20,7
2011;9;24;16;0;0;281,7;21,1
2011;9;24;17;0;0;126,5;20
2011;9;24;18;0;0;28,8;18,4
2011;9;24;19;0;0;1,8;16,7
2011;9;24;20;0;0;1,1;15,3
2011;9;24;21;0;0;1,1;14,3
2011;9;24;22;0;0;1,1;13,4
2011;9;24;23;0;0;1,1;12,5
2011;9;25;0;0;0;1,1;11,1
2011;9;25;1;0;0;1,1;10,6
2011;9;25;2;0;0;1,1;10,6
2011;9;25;3;0;0;1,1;10,6
2011;9;25;4;0;0;1,1;10,3
2011;9;25;5;0;0;1,1;10,6
2011;9;25;6;0;0;1,2;9,9
2011;9;25;7;0;0;21,6;9,6
2011;9;25;8;0;0;144,5;11,4
2011;9;25;9;0;0;287,6;13,3
2011;9;25;10;0;0;393,3;17,4
2011;9;25;11;0;0;232,6;19,5
2011;9;25;12;0;0;590,3;21,7
2011;9;25;13;0;0;666,2;23,6
2011;9;25;14;0;0;442,2;23
2011;9;25;15;0;0;382,6;21,6
2011;9;25;16;0;0;295,1;20,7
2011;9;25;17;0;0;187,8;20
2011;9;25;18;0;0;32,2;17,7
2011;9;25;19;0;0;1,8;15,1
2011;9;25;20;0;0;1,1;14,2
2011;9;25;21;0;0;1,1;14,1
2011;9;25;22;0;0;1,1;14,6
2011;9;25;23;0;0;1,1;14,3
2011;9;26;0;0;0;1,1;13,4
2011;9;26;1;0;0;1,1;13,2
2011;9;26;2;0;0;1,1;13,4
2011;9;26;3;0;0;1,1;13,5
2011;9;26;4;0;0;1,1;12,6
2011;9;26;5;0;0;1,1;13,7
2011;9;26;6;0;0;1,1;14,1
2011;9;26;7;0;0;16;13,5
2011;9;26;8;0;0;131,1;14,4
2011;9;26;9;0;0;290,1;16,7
2011;9;26;10;0;0;385;18,7
2011;9;26;11;0;0;654,6;20,3
2011;9;26;12;0;0;798;22,5
2011;9;26;13;0;0;261,2;22
2011;9;26;14;0;0;78,2;20,3
2011;9;26;15;0;0;79,8;19,8
2011;9;26;16;0;0;19,6;15,9
2011;9;26;17;0;0;23,4;15,1
2011;9;26;18;0;0;15,2;14,9
2011;9;26;19;0;0;2,3;14
2011;9;26;20;0;0;1,1;12,3
2011;9;26;21;0;0;1,1;11,4
2011;9;26;22;0;0;1,1;10,9
2011;9;26;23;0;0;1,2;10,6
2011;9;27;0;0;0;1,2;10,7
2011;9;27;1;0;0;1,1;10,7
2011;9;27;2;0;0;1,2;10,2
2011;9;27;3;0;0;1,1;9,7
2011;9;27;4;0;0;1,2;9,1
2011;9;27;5;0;0;1,2;8,7
2011;9;27;6;0;0;1,2;8,5
2011;9;27;7;0;0;25,6;9
2011;9;27;8;0;0;151,4;10,5
2011;9;27;9;0;0;413,9;13
2011;9;27;10;0;0;630,6;14,9
2011;9;27;11;0;0;659,9;16
2011;9;27;12;0;0;872,4;17,6
2011;9;27;13;0;0;854;18,4
2011;9;27;14;0;0;757,8;18,6
2011;9;27;15;0;0;572,7;17,7
2011;9;27;16;0;0;502,4;17,7
2011;9;27;17;0;0;220,5;16,6
2011;9;27;18;0;0;20,5;15,2
2011;9;27;19;0;0;1,4;14,2
2011;9;27;20;0;0;1,1;13,1
2011;9;27;21;0;0;1,1;11,9
2011;9;27;22;0;0;1,1;11,6
2011;9;27;23;0;0;1,1;12,2
2011;9;28;0;0;0;1,1;12,5
2011;9;28;1;0;0;1,1;13,4
2011;9;28;2;0;0;1,1;13,7
2011;9;28;3;0;0;1,1;13,7
2011;9;28;4;0;0;1,1;13,7
2011;9;28;5;0;0;1,1;13,8
2011;9;28;6;0;0;1,1;13,7
2011;9;28;7;0;0;8,9;14,3
2011;9;28;8;0;0;45,7;15,3
2011;9;28;9;0;0;94,5;16,1
2011;9;28;10;0;0;368,5;17,3
2011;9;28;11;0;0;667,9;19,3
2011;9;28;12;0;0;740,3;20,4
2011;9;28;13;0;0;620,8;20,3
2011;9;28;14;0;0;676,1;21
2011;9;28;15;0;0;588,2;21,1
2011;9;28;16;0;0;363,3;20,5
2011;9;28;17;0;0;203,9;19,4
2011;9;28;18;0;0;31,9;17,6
2011;9;28;19;0;0;1,3;16,3
2011;9;28;20;0;0;1,1;15,9
2011;9;28;21;0;0;1,1;15,6
2011;9;28;22;0;0;1;15,3
2011;9;28;23;0;0;1;15,1
2011;9;29;0;0;0;1;14,9
2011;9;29;1;0;0;1;14,7
2011;9;29;2;0;0;1,1;14,7
2011;9;29;3;0;0;1,1;14,9
2011;9;29;4;0;0;1,1;14,2
2011;9;29;5;0;0;1,1;14,1
2011;9;29;6;0;0;1,1;14,3
2011;9;29;7;0;0;5,1;14,5
2011;9;29;8;0;0;39,6;15,4
2011;9;29;9;0;0;121,3;16,6
2011;9;29;10;0;0;372,7;18,4
2011;9;29;11;0;0;720,9;20,8
2011;9;29;12;0;0;847,3;23,4
2011;9;29;13;0;0;887,5;25,5
2011;9;29;14;0;0;816,9;26,5
2011;9;29;15;0;0;674,6;26,7
2011;9;29;16;0;0;458,9;25,8
2011;9;29;17;0;0;213;24
2011;9;29;18;0;0;39;21,9
2011;9;29;19;0;0;1,6;18,3
2011;9;29;20;0;0;1,1;16,8
2011;9;29;21;0;0;1,1;15,3
2011;9;29;22;0;0;1,1;14,2
2011;9;29;23;0;0;1,1;14,1
2011;9;30;0;0;0;1,1;13
2011;9;30;1;0;0;1,2;12,6
2011;9;30;2;0;0;1,1;12,5
2011;9;30;3;0;0;1,1;11,4
2011;9;30;4;0;0;1,1;11,7
2011;9;30;5;0;0;1,1;12,7
2011;9;30;6;0;0;1,1;12,1
2011;9;30;7;0;0;12,4;12,3
2011;9;30;8;0;0;114,5;14,1
2011;9;30;9;0;0;342;16,2
2011;9;30;10;0;0;553,7;19,6
2011;9;30;11;0;0;733,9;23,2
2011;9;30;12;0;0;839,2;25,3
2011;9;30;13;0;0;854,2;26,4
2011;9;30;14;0;0;777,7;27,2
2011;9;30;15;0;0;628,8;26,8
2011;9;30;16;0;0;383,1;25,2
2011;9;30;17;0;0;176,5;23,3
2011;9;30;18;0;0;31,9;21,6
2011;9;30;19;0;0;1,4;18,3
2011;9;30;20;0;0;1,1;16,2
2011;9;30;21;0;0;1,1;15,6
2011;9;30;22;0;0;1,1;13,8
2011;9;30;23;0;0;1,1;12,8
2011;10;1;0;0;0;1,1;11,9
2011;10;1;1;0;0;1,1;11,4
2011;10;1;2;0;0;1,1;11,4
2011;10;1;3;0;0;1,1;11,1
2011;10;1;4;0;0;1,1;10,5
2011;10;1;5;0;0;1,1;9,4
2011;10;1;6;0;0;1,2;9,6
2011;10;1;7;0;0;14,7;9,5
2011;10;1;8;0;0;156,2;10
2011;10;1;9;0;0;394,4;13,5
2011;10;1;10;0;0;608,8;17,7
2011;10;1;11;0;0;766,9;20,8
2011;10;1;12;0;0;871,1;24,5
2011;10;1;13;0;0;878,8;27,3
2011;10;1;14;0;0;798,8;27,1
2011;10;1;15;0;0;655,3;26,9
2011;10;1;16;0;0;445,4;25,8
2011;10;1;17;0;0;206,5;25
2011;10;1;18;0;0;29,7;21,4
2011;10;1;19;0;0;1,2;17,2
2011;10;1;20;0;0;1,1;14,8
2011;10;1;21;0;0;1,1;13,5
2011;10;1;22;0;0;1,1;12,6
2011;10;1;23;0;0;1,2;11,9
2011;10;2;0;0;0;1,2;11,5
2011;10;2;1;0;0;1,1;12,2
2011;10;2;2;0;0;1,1;14,4
2011;10;2;3;0;0;1,1;14,5
2011;10;2;4;0;0;1,1;14,1
2011;10;2;5;0;0;1,1;13,8
2011;10;2;6;0;0;1,2;13,1
2011;10;2;7;0;0;7,9;12,3
2011;10;2;8;0;0;150,2;13,4
2011;10;2;9;0;0;172,8;16,7
2011;10;2;10;0;0;439,3;18,6
2011;10;2;11;0;0;748,4;22,7
2011;10;2;12;0;0;321,2;23,4
2011;10;2;13;0;0;679,9;24,1
2011;10;2;14;0;0;598,8;24,6
2011;10;2;15;0;0;445,9;24,4
2011;10;2;16;0;0;145,8;23,1
2011;10;2;17;0;0;48;21,8
2011;10;2;18;0;0;7,9;20,3
2011;10;2;19;0;0;1,1;19,3
2011;10;2;20;0;0;1;18,8
2011;10;2;21;0;0;1,1;18,1
2011;10;2;22;0;0;1;17,4
2011;10;2;23;0;0;1;16,9
2011;10;3;0;0;0;1;16,8
2011;10;3;1;0;0;1;16,7
2011;10;3;2;0;0;1;16,6
2011;10;3;3;0;0;1,1;16,4
2011;10;3;4;0;0;1,1;16,3
2011;10;3;5;0;0;1,1;16,1
2011;10;3;6;0;0;1;16,3
2011;10;3;7;0;0;1,9;16,3
2011;10;3;8;0;0;5,4;16,3
2011;10;3;9;0;0;21;16,5
2011;10;3;10;0;0;37;16,6
2011;10;3;11;0;0;60,9;17
2011;10;3;12;0;0;64,1;17,1
2011;10;3;13;0;0;113,6;17,9
2011;10;3;14;0;0;148,9;18,8
2011;10;3;15;0;0;65,8;18,7
2011;10;3;16;0;0;60,5;18,5
2011;10;3;17;0;0;36,7;18,6
2011;10;3;18;0;0;7,3;18,2
2011;10;3;19;0;0;1,1;17,6
2011;10;3;20;0;0;1,1;17,2
2011;10;3;21;0;0;1,1;17
2011;10;3;22;0;0;1,1;17
2011;10;3;23;0;0;1;16,7
2011;10;4;0;0;0;1,1;17
2011;10;4;1;0;0;1;17,4
2011;10;4;2;0;0;1;17,5
2011;10;4;3;0;0;1;16,4
2011;10;4;4;0;0;1;14,4
2011;10;4;5;0;0;1,1;13
2011;10;4;6;0;0;1,1;11,8
2011;10;4;7;0;0;10;11,3
2011;10;4;8;0;0;140,5;11,4
2011;10;4;9;0;0;367,6;13,5
2011;10;4;10;0;0;418,6;15,6
2011;10;4;11;0;0;429,2;16,4
2011;10;4;12;0;0;280,7;16,1
2011;10;4;13;0;0;225,8;16,3
2011;10;4;14;0;0;316,2;16,5
2011;10;4;15;0;0;129;15,8
2011;10;4;16;0;0;62,8;14,8
2011;10;4;17;0;0;18,5;13,9
2011;10;4;18;0;0;3,2;12,8
2011;10;4;19;0;0;1,1;12,6
2011;10;4;20;0;0;1;12,6
2011;10;4;21;0;0;1;12,6
2011;10;4;22;0;0;1;12,7
2011;10;4;23;0;0;1;12,8
2011;10;5;0;0;0;1;12,7
2011;10;5;1;0;0;1,1;12,2
2011;10;5;2;0;0;1,1;11,8
2011;10;5;3;0;0;1,1;11,7
2011;10;5;4;0;0;1,1;11,8
2011;10;5;5;0;0;1;12,4
2011;10;5;6;0;0;1;12
2011;10;5;7;0;0;3,1;11,7
2011;10;5;8;0;0;16,1;12,5
2011;10;5;9;0;0;67,1;13,5
2011;10;5;10;0;0;59,2;13,9
2011;10;5;11;0;0;86;14,2
2011;10;5;12;0;0;84,9;14,1
2011;10;5;13;0;0;150,1;14,9
2011;10;5;14;0;0;81,7;14,8
2011;10;5;15;0;0;45,2;14
2011;10;5;16;0;0;29,7;14,8
2011;10;5;17;0;0;20,4;15,8
2011;10;5;18;0;0;2,9;15,7
2011;10;5;19;0;0;1,1;15,4
2011;10;5;20;0;0;1,1;15,5
2011;10;5;21;0;0;1,1;15,3
2011;10;5;22;0;0;1;15,3
2011;10;5;23;0;0;1;15,4
2011;10;6;0;0;0;1,1;15,8
2011;10;6;1;0;0;1,1;16
2011;10;6;2;0;0;1;16,2
2011;10;6;3;0;0;1;16
2011;10;6;4;0;0;1;16
2011;10;6;5;0;0;1;16
2011;10;6;6;0;0;1;15,4
2011;10;6;7;0;0;2,3;14,8
2011;10;6;8;0;0;52,5;14,6
2011;10;6;9;0;0;60,9;14,6
2011;10;6;10;0;0;89,9;14,9
2011;10;6;11;0;0;107,3;14,3
2011;10;6;12;0;0;136;13,5
2011;10;6;13;0;0;317,3;13,5
2011;10;6;14;0;0;165,9;11,2
2011;10;6;15;0;0;163,2;10,5
2011;10;6;16;0;0;148,8;10,4
2011;10;6;17;0;0;43,3;10,2
2011;10;6;18;0;0;6,2;8,1
2011;10;6;19;0;0;1,1;7,8
2011;10;6;20;0;0;1,1;8,6
2011;10;6;21;0;0;1,1;8,5
2011;10;6;22;0;0;1,1;7,4
2011;10;6;23;0;0;1,1;7,7
2011;10;7;0;0;0;1,1;8
2011;10;7;1;0;0;1,1;8,2
2011;10;7;2;0;0;1,1;8,3
2011;10;7;3;0;0;1,1;7,8
2011;10;7;4;0;0;1,1;7,7
2011;10;7;5;0;0;1,1;7,9
2011;10;7;6;0;0;1,1;7,3
2011;10;7;7;0;0;8,3;7,6
2011;10;7;8;0;0;146;8,6
2011;10;7;9;0;0;392,4;10,5
2011;10;7;10;0;0;461;13,1
2011;10;7;11;0;0;612,5;14,3
2011;10;7;12;0;0;416,8;15,2
2011;10;7;13;0;0;791,5;15
2011;10;7;14;0;0;603,4;14,9
2011;10;7;15;0;0;431,5;14,3
2011;10;7;16;0;0;304,2;13,7
2011;10;7;17;0;0;93,8;13,2
2011;10;7;18;0;0;10,2;12,4
2011;10;7;19;0;0;1,1;11,8
2011;10;7;20;0;0;1,1;11,8
2011;10;7;21;0;0;1,1;11,3
2011;10;7;22;0;0;1,1;10,7
2011;10;7;23;0;0;1,1;10,3
2011;10;8;0;0;0;1,1;10,1
2011;10;8;1;0;0;1,1;9,9
2011;10;8;2;0;0;1,1;9,9
2011;10;8;3;0;0;1,1;10
2011;10;8;4;0;0;1,1;10,2
2011;10;8;5;0;0;1,1;10,9
2011;10;8;6;0;0;1,1;10,4
2011;10;8;7;0;0;2,8;8,4
2011;10;8;8;0;0;26,2;8,3
2011;10;8;9;0;0;109,9;8,5
2011;10;8;10;0;0;196,9;9,7
2011;10;8;11;0;0;428,7;11
2011;10;8;12;0;0;247,6;10,5
2011;10;8;13;0;0;509,1;12
2011;10;8;14;0;0;214,6;12,3
2011;10;8;15;0;0;215,5;11,6
2011;10;8;16;0;0;332,3;12,1
2011;10;8;17;0;0;207,2;11,6
2011;10;8;18;0;0;22;10
2011;10;8;19;0;0;1,1;8,4
2011;10;8;20;0;0;1,1;8,2
2011;10;8;21;0;0;1,1;8
2011;10;8;22;0;0;1,1;7,6
2011;10;8;23;0;0;1,1;6,3
2011;10;9;0;0;0;1,1;4,5
2011;10;9;1;0;0;1,2;3,2
2011;10;9;2;0;0;1,2;3,7
2011;10;9;3;0;0;1,1;3,4
2011;10;9;4;0;0;1,1;3,3
2011;10;9;5;0;0;1,1;3
2011;10;9;6;0;0;1,1;2,9
2011;10;9;7;0;0;5;3,6
2011;10;9;8;0;0;41,9;5
2011;10;9;9;0;0;122,3;7,6
2011;10;9;10;0;0;141,1;9,4
2011;10;9;11;0;0;235,9;10,8
2011;10;9;12;0;0;315,5;12,9
2011;10;9;13;0;0;106,3;12
2011;10;9;14;0;0;65,2;11,6
2011;10;9;15;0;0;44,5;10,7
2011;10;9;16;0;0;14,4;9,3
2011;10;9;17;0;0;6,9;8,9
2011;10;9;18;0;0;1,5;8,4
2011;10;9;19;0;0;1,1;8,6
2011;10;9;20;0;0;1,1;9,2
2011;10;9;21;0;0;1,1;10,1
2011;10;9;22;0;0;1,1;10,8
2011;10;9;23;0;0;1,1;11,7
2011;10;10;0;0;0;1,1;10,8
2011;10;10;1;0;0;1,1;10,5
2011;10;10;2;0;0;1,1;10,4
2011;10;10;3;0;0;1,1;10
2011;10;10;4;0;0;1,1;10
2011;10;10;5;0;0;1,1;10,6
2011;10;10;6;0;0;1,1;10,4
2011;10;10;7;0;0;1,8;10,4
2011;10;10;8;0;0;10,6;10,7
2011;10;10;9;0;0;32;11,3
2011;10;10;10;0;0;55,5;11,7
2011;10;10;11;0;0;49;11,8
2011;10;10;12;0;0;63;12,2
2011;10;10;13;0;0;76,1;12,7
2011;10;10;14;0;0;110,5;12,7
2011;10;10;15;0;0;82,3;11,9
2011;10;10;16;0;0;61,3;11,7
2011;10;10;17;0;0;31,8;11,6
2011;10;10;18;0;0;3,8;10,8
2011;10;10;19;0;0;1,1;9,8
2011;10;10;20;0;0;1;9,5
2011;10;10;21;0;0;1,1;10
2011;10;10;22;0;0;1,1;10
2011;10;10;23;0;0;1,1;10,1
2011;10;11;0;0;0;1,1;10,1
2011;10;11;1;0;0;1,1;9,9
2011;10;11;2;0;0;1,1;10
2011;10;11;3;0;0;1,1;9,7
2011;10;11;4;0;0;1,1;9,3
2011;10;11;5;0;0;1,1;9
2011;10;11;6;0;0;1,1;9,1
2011;10;11;7;0;0;2,8;9,2
2011;10;11;8;0;0;52,2;9,7
2011;10;11;9;0;0;166,2;10,1
2011;10;11;10;0;0;498,8;12
2011;10;11;11;0;0;651;13,7
2011;10;11;12;0;0;621,3;14
2011;10;11;13;0;0;670,4;14,2
2011;10;11;14;0;0;633,8;14,3
2011;10;11;15;0;0;390,6;12,2
2011;10;11;16;0;0;124,3;11,8
2011;10;11;17;0;0;42,2;10,8
2011;10;11;18;0;0;11;10,4
2011;10;11;19;0;0;1,1;9,7
2011;10;11;20;0;0;1;8,9
2011;10;11;21;0;0;1,1;8,8
2011;10;11;22;0;0;1;8,8
2011;10;11;23;0;0;1;9,6
2011;10;12;0;0;0;1,1;9,6
2011;10;12;1;0;0;1;9,5
2011;10;12;2;0;0;1,1;9,3
2011;10;12;3;0;0;1,1;8,9
2011;10;12;4;0;0;1,1;9
2011;10;12;5;0;0;1,1;9,8
2011;10;12;6;0;0;1,1;9,7
2011;10;12;7;0;0;4,3;9,7
2011;10;12;8;0;0;120,5;10,4
2011;10;12;9;0;0;373;11,8
2011;10;12;10;0;0;602,1;12,9
2011;10;12;11;0;0;762,1;13,7
2011;10;12;12;0;0;867;13,9
2011;10;12;13;0;0;878,8;14,2
2011;10;12;14;0;0;806,6;14,2
2011;10;12;15;0;0;655,7;14,2
2011;10;12;16;0;0;431,6;13,9
2011;10;12;17;0;0;175,8;13
2011;10;12;18;0;0;10,8;10,8
2011;10;12;19;0;0;1,1;8,4
2011;10;12;20;0;0;1,1;7,7
2011;10;12;21;0;0;1,1;7,3
2011;10;12;22;0;0;1,1;6,4
2011;10;12;23;0;0;1,1;7,5
2011;10;13;0;0;0;1,1;8,7
2011;10;13;1;0;0;1,1;8,1
2011;10;13;2;0;0;1,1;7,3
2011;10;13;3;0;0;1,1;6,8
2011;10;13;4;0;0;1,1;6,4
2011;10;13;5;0;0;1,1;6,1
2011;10;13;6;0;0;1,1;5,9
2011;10;13;7;0;0;4,4;5,8
2011;10;13;8;0;0;132,1;6,4
2011;10;13;9;0;0;386,1;8,1
2011;10;13;10;0;0;608,1;9,8
2011;10;13;11;0;0;785,5;11,3
2011;10;13;12;0;0;624,8;12,1
2011;10;13;13;0;0;879,5;13
2011;10;13;14;0;0;799,6;13,1
2011;10;13;15;0;0;650,6;13
2011;10;13;16;0;0;437,9;12,4
2011;10;13;17;0;0;180,2;11,1
2011;10;13;18;0;0;11,9;8,9
2011;10;13;19;0;0;1,1;6,8
2011;10;13;20;0;0;1,2;4,9
2011;10;13;21;0;0;1,2;2,5
2011;10;13;22;0;0;1,2;1,1
2011;10;13;23;0;0;1,2;0
2011;10;14;0;0;0;1,2;-0,1
2011;10;14;1;0;0;1,2;-0,3
2011;10;14;2;0;0;1,2;-0,5
2011;10;14;3;0;0;1,2;-0,6
2011;10;14;4;0;0;1,2;-0,1
2011;10;14;5;0;0;1,2;0,6
2011;10;14;6;0;0;1,2;3,1
2011;10;14;7;0;0;2,3;4,6
2011;10;14;8;0;0;19,1;5,5
2011;10;14;9;0;0;159,8;7,8
2011;10;14;10;0;0;202,8;10,1
2011;10;14;11;0;0;376,6;12,8
2011;10;14;12;0;0;262,8;13,3
2011;10;14;13;0;0;328,3;14,3
2011;10;14;14;0;0;243,4;14,2
2011;10;14;15;0;0;254,3;14,2
2011;10;14;16;0;0;254,7;13,1
2011;10;14;17;0;0;64,6;11,2
2011;10;14;18;0;0;6,4;8,6
2011;10;14;19;0;0;1,1;5,8
2011;10;14;20;0;0;1,2;4
2011;10;14;21;0;0;1,2;3
2011;10;14;22;0;0;1,1;3,5
2011;10;14;23;0;0;1,1;4,4
2011;10;15;0;0;0;1,1;4,1
2011;10;15;1;0;0;1,1;3,7
2011;10;15;2;0;0;1,1;3
2011;10;15;3;0;0;1,1;3
2011;10;15;4;0;0;1,1;2,8
2011;10;15;5;0;0;1,2;2,2
2011;10;15;6;0;0;1,2;1,3
2011;10;15;7;0;0;3,4;0,6
2011;10;15;8;0;0;121,3;0,3
2011;10;15;9;0;0;388,5;4,4
2011;10;15;10;0;0;598;8,9
2011;10;15;11;0;0;755,2;11,1
2011;10;15;12;0;0;842,4;13,1
2011;10;15;13;0;0;859,9;14,2
2011;10;15;14;0;0;767,1;14,7
2011;10;15;15;0;0;619,2;14,6
2011;10;15;16;0;0;420,6;13,8
2011;10;15;17;0;0;167,5;12,2
2011;10;15;18;0;0;6,8;8,5
2011;10;15;19;0;0;1,2;4,6
2011;10;15;20;0;0;1,2;2,7
2011;10;15;21;0;0;1,2;1,5
2011;10;15;22;0;0;1,2;0,9
2011;10;15;23;0;0;1,2;0,4
2011;10;16;0;0;0;1,2;-0,1
2011;10;16;1;0;0;1,2;-0,2
2011;10;16;2;0;0;1,2;0
2011;10;16;3;0;0;1,2;-0,5
2011;10;16;4;0;0;1,2;0,9
2011;10;16;5;0;0;1,1;2,4
2011;10;16;6;0;0;1,2;1,1
2011;10;16;7;0;0;2,6;0,3
2011;10;16;8;0;0;79,8;0,5
2011;10;16;9;0;0;361,1;2,6
2011;10;16;10;0;0;591,8;7,5
2011;10;16;11;0;0;758,8;11,5
2011;10;16;12;0;0;852,9;14,1
2011;10;16;13;0;0;864,9;16,3
2011;10;16;14;0;0;781;17
